招聘岗位,薪酬,地点,所需学历,工作经验,公司名称,公司性质,公司福利
"
													HRBP （招聘方向） ",5-10k·13薪,['沈阳-怒江'],统招本科,3年以上,['沈阳创思佳业科技有限公司'],['未融资'], 绩效奖金 带薪年假 午餐补助 定期体检 年度旅游 节日礼物 五险一金 团队聚餐 休闲餐点 书本津贴
"
													HRBP ",13-18k·12薪,['广州-番禺区'],统招本科,5年以上,['深圳依时货拉拉科技有限公司'],['未融资'], 绩效奖金 带薪年假 管理规范 岗位晋升 五险一金 发展空间大 公司规模大 优秀员工奖 周末双休 互联网独角兽
"
													HRBP ",5-7k·13薪,['苏州-张家港'],大专及以上,2年以上,['南京道鹏景辉投资有限公司'],['未融资'], 绩效奖金 带薪年假 节日礼物 五险一金 团队聚餐 领导好 发展空间大 公司规模大 优秀员工奖
"
													万科物业-HRBP（钱江新城） ",7-11k·12薪,['杭州-江干区'],本科及以上,3年以上,['杭州万科物业服务有限公司'],['未融资'], 五险一金 带薪年假 定期体检
"
													万科物业-HRBP（中新大厦） ",8-12k·13薪,['杭州-余杭区'],本科及以上,3年以上,['杭州万科物业服务有限公司'],['未融资'], 定期体检 岗位晋升 节日礼物 通讯津贴 午餐补助 技能培训 带薪年假 500强 五险一金
"
													HRBP Head ",35-50k·14薪,[],北京-海淀区,本科及以上,['汇通天下'],['C轮'], 绩效奖金 午餐补助 弹性工作 扁平管理 五险一金 发展空间大
"
													人力资源主管/经理（HRBP方向）-杭州-20896 ",10-20k·12薪,['杭州'],本科及以上,3年以上,['优信集团'],['IPO上市'], 绩效奖金 交通补助 定期体检 节日礼物 管理规范 技能培训 岗位晋升 五险一金 上市公司 发展空间大
"
													万科物业-HRBP（江干区） ",8-12k·13薪,['杭州-江干区'],本科及以上,3年以上,['杭州万科物业服务有限公司'],['未融资'], 定期体检 岗位晋升 节日礼物 通讯津贴 午餐补助 技能培训 带薪年假 500强 五险一金
"
													HRBP ",8-20k·12薪,['广州'],大专及以上,3年以上,['广州摩打餐饮管理有限公司'],[], 绩效奖金 带薪年假 弹性工作 领导好 扁平管理 岗位晋升 发展空间大 五险一金
"
													HRBP ",面议,['温州-乐清'],统招本科,经验不限,['正泰电器'],['IPO上市'], 绩效奖金 带薪年假 发展空间大 五险一金 通讯津贴 外派津贴 公司规模大 午餐补助 交通补助
"
													HRBP ",15-23k·12薪,['青岛'],本科及以上,5年以上,['青岛尚美生活集团有限公司'],['B轮'], 扁平管理 岗位晋升 子女福利 休闲餐点 发展空间大
"
													HRBP ",15-20k·12薪,['北京'],本科及以上,1年以上,['凌云光技术'],['未融资'], 带薪年假 通讯津贴 弹性工作 年度旅游 节日礼物 免费班车 五险一金 子女福利 领导好 发展空间大
"
													HRBP ",8-10k·13薪,['杭州'],本科及以上,3年以上,['瑞德设计'],['战略投资'], 免费班车 定期体检 弹性工作 年底双薪 带薪年假 五险一金 交通补助 午餐补助
"
													HRBP ",6-9k·14薪,['深圳-龙岗区'],本科及以上,3年以上,['Intertek天祥集团'],['未融资'], 年底双薪 绩效奖金 带薪年假 交通补助 午餐补助 年度旅游 节日礼物 管理规范 五险一金 上市公司
"
													HRBP-洛阳(J12263) ",面议,['上海-莘庄'],统招本科,5年以上,['上海钧正网络科技有限公司'],['A轮'], 带薪年假 弹性工作 扁平管理 管理规范 发展空间大 公司规模大
"
													HRBP(财务系统） ",面议,['北京-亚运村'],统招本科,8年以上,['中国远大集团'],['未融资'], 五险一金 管理规范 公司规模大 扁平管理
"
													HRBP（华南大区） ",10-20k·13薪,['广州-海珠区'],本科及以上,8年以上,['拓维'],['IPO上市'], 五险一金 双休 法定节假日 岗位晋升 上市公司 带薪年假 公司规模大 定期体检
"
													HRBP ",8-12k·12薪,['上海-闵行区'],本科及以上,3年以上,['上海虹迪物流科技股份有限公司'],['战略投资'],
"
													HRBP 助理 ",5-6k·14薪,['深圳-龙岗区'],统招本科,1年以上,['Intertek天祥集团'],['未融资'], 年底双薪 绩效奖金 带薪年假 交通补助 午餐补助 年度旅游 节日礼物 管理规范 五险一金 上市公司
"
													HRBP Leader (MJ003116) ",30-40k·14薪,['北京'],统招本科,8年以上,['作业帮'],['D轮'], 年底双薪 带薪年假 弹性工作 扁平管理 发展空间大
"
													HRBP（研发团队）G00528 ",10-20k·12薪,['上海'],本科及以上,5年以上,['传音控股'],['未融资'], 五险一金 餐补 通讯补贴 带薪年假 弹性工作 定期体检 员工旅游 绩效奖金
"
													hrbp ",面议,['镇江'],统招本科,5年以上,['金斯瑞生物科技'],['IPO上市'], 绩效奖金 交通补助 午餐补助 定期体检 上市公司 岗位晋升 管理规范 五险一金 节日礼物 年度旅游
"
													HRBP（中学业务） (MJ001142) ",4-8k·12薪,['哈尔滨-呼兰区'],本科及以上,3年以上,['一起教育科技'],['D轮'], 发展空间大
"
													HRBP ",8-15k·13薪,['上海'],本科及以上,2年以上,['上海爱用科技股份有限公司'],['战略投资'], 带薪年假 定期体检 节日礼物 扁平管理 技能培训 五险一金 团队聚餐 上市公司 休闲餐点 领导好
"
													HRBP ",20-25k·13薪,['成都-红星路'],本科及以上,5年以上,['仲量联行测量师事务所(上海)有限公司成都分公司'],[], 年终奖金 五险一金 年终奖 工作餐 广阔的发展平台 餐饮补贴 年度体检 带薪年假 节日福利
"
													HRBP ",4-9k·14薪,['聊城'],统招本科,1年以上,['乖宝宠物食品集团'],['战略投资'], 绩效奖金 交通补助 通讯津贴 扁平管理 岗位晋升 五险一金 全勤奖 领导好 发展空间大 优秀员工奖
"
													人力资源主管/专员/HRBP/HRG ",5-15k·12薪,['杭州-下城区'],大专及以上,3年以上,['杭州新天地高力国际物业管理有限公司'],['未融资'], 绩效奖金 午餐补助 定期体检 管理规范 五险一金 领导好 发展空间大
"
													HRBP ",8-12k·13薪,['成都-高新区'],本科及以上,4年以上,['北京远特科技股份有限公司深圳分公司'],['未融资'], 年底双薪 绩效奖金 带薪年假 领导好 年度旅游 弹性工作 定期体检 五险一金 岗位晋升
"
													hrbp经理(偏招聘) ",面议,['北京'],统招本科,5年以上,['天洋控股集团有限公司'],['未融资'], 绩效奖金 带薪年假 午餐补助 定期体检 节日礼物 岗位晋升 五险一金 上市公司 发展空间大 公司规模大
"
													HRBP经理 ",10-19k·12薪,['广州-赤岗'],本科及以上,5年以上,['广东鼎湖山泉'],['未融资'], 带薪年假 定期体检 岗位晋升 五险一金 领导好 发展空间大
"
													资深HRBP(J11999) ",面议,['上海-闵行区'],统招本科,8年以上,['上海钧正网络科技有限公司'],['A轮'], 弹性工作 扁平管理 管理规范 发展空间大 公司规模大
"
													HRBP ",6-9k·12薪,['长沙-岳麓区'],本科及以上,2年以上,['第壹街舞'],['未融资'], 绩效奖金 带薪年假 年度旅游 节日礼物 五险一金 全勤奖 领导好 发展空间大
"
													银泰商业-临平门店HRBP-杭州区 ",面议,['杭州'],学历不限,5年以上,['阿里巴巴'],['IPO上市'],
"
													盒马-高级人事专家(HRBP)-北区 ",面议,['杭州'],学历不限,8年以上,['阿里巴巴'],['IPO上市'],
"
													HRBP ",6-12k·13薪,['上海'],统招本科,经验不限,['上海赫奈实业有限公司'],['未融资'], 绩效奖金 定期体检 节日礼物 领导好 发展空间大
"
													上海HRBP经理 (MJ000712) ",15-20k·12薪,['上海-闵行区'],统招本科,5年以上,['乐乎公寓'],['B轮'], 年底双薪 绩效奖金 带薪年假 节日礼物 五险一金 团队聚餐 全勤奖 领导好 发展空间大 公司规模大
"
													HRBP ",10-20k·12薪,['上海-普陀区'],本科及以上,3年以上,['红星美凯龙家居'],['IPO上市'], 绩效奖金 午餐补助 弹性工作 节日礼物 免费班车 扁平管理 五险一金 上市公司
"
													HRBP ",面议,['北京'],统招本科,3年以上,['当当网'],['IPO上市'], 绩效奖金 带薪年假 定期体检 弹性工作 领导好 岗位晋升 五险一金 公司规模大 补充医疗
"
													HRBP（偏招聘） ",5-8k·13薪,['厦门-集美区'],本科及以上,经验不限,['广州快兔物流科技有限公司'],['未融资'], 年底双薪 股票期权 节日礼物 扁平管理 岗位晋升 五险一金 领导好 发展空间大
"
													HRBP经理 ",10-15k·12薪,['深圳-东门'],大专及以上,经验不限,['香港现代教育集团有限公司'],[], 绩效奖金 带薪年假 扁平管理 技能培训 岗位晋升 五险一金 15天带薪年假 子女学习最大优惠 一年两次晋升机会
"
													人力资源伙伴(HRBP) ",6-10k·12薪,['中山'],本科及以上,经验不限,['广州美菜信息技术有限公司'],['未融资'],
"
													HRBP ",10-15k·12薪,['深圳-龙华区'],本科及以上,5年以上,['深圳市创想三维科技有限公司'],['未融资'], 绩效奖金 年度旅游 节日礼物 岗位晋升 五险一金 全勤奖 发展空间大 公司规模大 优秀员工奖
"
													HRBP ",6-8k·13薪,['宁波-余姚'],统招本科,经验不限,['舜宇'],['IPO上市'], 年底双薪 股票期权 绩效奖金 带薪年假 节日礼物 五险一金 上市公司 领导好 发展空间大 公司规模大
"
													HRBP ",面议,['合肥'],统招本科,4年以上,['合肥锦瑶房地产开发有限公司'],['未融资'], 年底双薪 绩效奖金 带薪年假 交通补助 通讯津贴 午餐补助 定期体检 节日礼物
"
													事业部HRBP总监 ",15-23k·12薪,['佛山-南海区'],大专及以上,5年以上,['上海华振物流有限公司'],['战略投资'], 带薪年假 通讯津贴 节日礼物 五险一金 车辆津贴 发展空间大 公司规模大
"
													HRBP ",8-13k·12薪,['宁波'],本科及以上,经验不限,['华众控股'],['未融资'], 领导好 技能培训 岗位晋升 发展空间大 
"
													HRBP/招聘经理 ",面议,['南通-启东'],统招本科,7年以上,['德汇'],['未融资'], 领导好 通讯津贴 交通补助 带薪年假 管理规范 技能培训 岗位晋升 五险一金 团队聚餐
"
													HRBP主管/经理-西南区域云南公司-昆明(J45565) ",面议,['昆明'],本科及以上,经验不限,['融创中国西南区域集团'],[], 绩效奖金 带薪年假 交通补助 通讯津贴 午餐补助 定期体检 五险一金 购房津贴 外派津贴 公司规模大
"
													HRBP ",10-14k·12薪,['西安'],本科及以上,10年以上,['北京互联企信信息技术有限公司'],['未融资'], 绩效奖金 带薪年假 定期体检 节日礼物 扁平管理 岗位晋升 五险一金 发展空间大 公司规模大 优秀员工奖
"
													高级招聘专员（HRBP方向） ",8-12k·12薪,['武汉'],本科及以上,3年以上,['1药网'],['IPO上市'], 领导好 技能培训 岗位晋升 发展空间大 
"
													HRBP（北京） ",15-30k·12薪,[],北京-三里屯,本科及以上,['成都娄外科技有限公司'],['未融资'], 领导好 扁平管理
"
													HRBP (MJ000429) ",面议,['北京-西北旺'],统招本科,经验不限,['神州数码信息服务股份有限公司'],['未融资'], 交通补助 上市公司 五险一金 发展空间大 免费食堂 健身房
"
													HRBP ",8-10k·13薪,['杭州'],本科及以上,3年以上,['瑞德设计'],['战略投资'], 免费班车 定期体检 弹性工作 年底双薪 带薪年假 五险一金 交通补助 午餐补助
"
													HRBP ",6-9k·14薪,['深圳-龙岗区'],本科及以上,3年以上,['Intertek天祥集团'],['未融资'], 年底双薪 绩效奖金 带薪年假 交通补助 午餐补助 年度旅游 节日礼物 管理规范 五险一金 上市公司
"
													HRBP-洛阳(J12263) ",面议,['上海-莘庄'],统招本科,5年以上,['上海钧正网络科技有限公司'],['A轮'], 带薪年假 弹性工作 扁平管理 管理规范 发展空间大 公司规模大
"
													HRBP(财务系统） ",面议,['北京-亚运村'],统招本科,8年以上,['中国远大集团'],['未融资'], 五险一金 管理规范 公司规模大 扁平管理
"
													HRBP（华南大区） ",10-20k·13薪,['广州-海珠区'],本科及以上,8年以上,['拓维'],['IPO上市'], 五险一金 双休 法定节假日 岗位晋升 上市公司 带薪年假 公司规模大 定期体检
"
													HRBP ",8-12k·12薪,['上海-闵行区'],本科及以上,3年以上,['上海虹迪物流科技股份有限公司'],['战略投资'],
"
													HRBP 助理 ",5-6k·14薪,['深圳-龙岗区'],统招本科,1年以上,['Intertek天祥集团'],['未融资'], 年底双薪 绩效奖金 带薪年假 交通补助 午餐补助 年度旅游 节日礼物 管理规范 五险一金 上市公司
"
													HRBP Leader (MJ003116) ",30-40k·14薪,['北京'],统招本科,8年以上,['作业帮'],['D轮'], 年底双薪 带薪年假 弹性工作 扁平管理 发展空间大
"
													HRBP（研发团队）G00528 ",10-20k·12薪,['上海'],本科及以上,5年以上,['传音控股'],['未融资'], 五险一金 餐补 通讯补贴 带薪年假 弹性工作 定期体检 员工旅游 绩效奖金
"
													hrbp ",面议,['镇江'],统招本科,5年以上,['金斯瑞生物科技'],['IPO上市'], 绩效奖金 交通补助 午餐补助 定期体检 上市公司 岗位晋升 管理规范 五险一金 节日礼物 年度旅游
"
													HRBP（中学业务） (MJ001142) ",4-8k·12薪,['哈尔滨-呼兰区'],本科及以上,3年以上,['一起教育科技'],['D轮'], 发展空间大
"
													HRBP ",8-15k·13薪,['上海'],本科及以上,2年以上,['上海爱用科技股份有限公司'],['战略投资'], 带薪年假 定期体检 节日礼物 扁平管理 技能培训 五险一金 团队聚餐 上市公司 休闲餐点 领导好
"
													HRBP ",20-25k·13薪,['成都-红星路'],本科及以上,5年以上,['仲量联行测量师事务所(上海)有限公司成都分公司'],[], 年终奖金 五险一金 年终奖 工作餐 广阔的发展平台 餐饮补贴 年度体检 带薪年假 节日福利
"
													HRBP ",4-9k·14薪,['聊城'],统招本科,1年以上,['乖宝宠物食品集团'],['战略投资'], 绩效奖金 交通补助 通讯津贴 扁平管理 岗位晋升 五险一金 全勤奖 领导好 发展空间大 优秀员工奖
"
													人力资源主管/专员/HRBP/HRG ",5-15k·12薪,['杭州-下城区'],大专及以上,3年以上,['杭州新天地高力国际物业管理有限公司'],['未融资'], 绩效奖金 午餐补助 定期体检 管理规范 五险一金 领导好 发展空间大
"
													HRBP ",8-12k·13薪,['成都-高新区'],本科及以上,4年以上,['北京远特科技股份有限公司深圳分公司'],['未融资'], 年底双薪 绩效奖金 带薪年假 领导好 年度旅游 弹性工作 定期体检 五险一金 岗位晋升
"
													hrbp经理(偏招聘) ",面议,['北京'],统招本科,5年以上,['天洋控股集团有限公司'],['未融资'], 绩效奖金 带薪年假 午餐补助 定期体检 节日礼物 岗位晋升 五险一金 上市公司 发展空间大 公司规模大
"
													HRBP经理 ",10-19k·12薪,['广州-赤岗'],本科及以上,5年以上,['广东鼎湖山泉'],['未融资'], 带薪年假 定期体检 岗位晋升 五险一金 领导好 发展空间大
"
													资深HRBP(J11999) ",面议,['上海-闵行区'],统招本科,8年以上,['上海钧正网络科技有限公司'],['A轮'], 弹性工作 扁平管理 管理规范 发展空间大 公司规模大
"
													HRBP ",6-9k·12薪,['长沙-岳麓区'],本科及以上,2年以上,['第壹街舞'],['未融资'], 绩效奖金 带薪年假 年度旅游 节日礼物 五险一金 全勤奖 领导好 发展空间大
"
													银泰商业-临平门店HRBP-杭州区 ",面议,['杭州'],学历不限,5年以上,['阿里巴巴'],['IPO上市'],
"
													盒马-高级人事专家(HRBP)-北区 ",面议,['杭州'],学历不限,8年以上,['阿里巴巴'],['IPO上市'],
"
													HRBP ",6-12k·13薪,['上海'],统招本科,经验不限,['上海赫奈实业有限公司'],['未融资'], 绩效奖金 定期体检 节日礼物 领导好 发展空间大
"
													上海HRBP经理 (MJ000712) ",15-20k·12薪,['上海-闵行区'],统招本科,5年以上,['乐乎公寓'],['B轮'], 年底双薪 绩效奖金 带薪年假 节日礼物 五险一金 团队聚餐 全勤奖 领导好 发展空间大 公司规模大
"
													HRBP ",10-20k·12薪,['上海-普陀区'],本科及以上,3年以上,['红星美凯龙家居'],['IPO上市'], 绩效奖金 午餐补助 弹性工作 节日礼物 免费班车 扁平管理 五险一金 上市公司
"
													HRBP ",面议,['北京'],统招本科,3年以上,['当当网'],['IPO上市'], 绩效奖金 带薪年假 定期体检 弹性工作 领导好 岗位晋升 五险一金 公司规模大 补充医疗
